1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01
6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01
6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01
6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01 6.666666666666667407e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 9.666666666666665630e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 9.666666666666665630e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 9.666666666666665630e-01 1.000000000000000000e+00 9.833333333333331705e-01 9.333333333333333481e-01 8.333333333333332593e-01 9.166666666666666297e-01 8.833333333333331927e-01 8.833333333333331927e-01 9.333333333333333481e-01 9.333333333333333481e-01 9.499999999999999556e-01 9.166666666666666297e-01 9.499999999999999556e-01 9.166666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.666666666666665853e-01 8.333333333333332593e-01 8.499999999999999778e-01 9.000000000000000222e-01 1.000000000000000000e+00 9.166666666666666297e-01 9.500000000000001776e-01 9.500000000000001776e-01 9.000000000000000222e-01 9.000000000000000222e-01 8.833333333333334147e-01 9.166666666666666297e-01 8.833333333333331927e-01 9.166666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.499999999999999778e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01
8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 8.333333333333332593e-01 9.833333333333333925e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
