3.332608695652173880e-01 8.000000000000000000e+04 1.000000000000000000e+00
3.332608695652173880e-01 8.036231884057971183e+04 9.857142857142857650e-01
3.334420289855072883e-01 8.072463768115942366e+04 9.928571428571428825e-01
3.336231884057971331e-01 8.108695652173913550e+04 9.642857142857141906e-01
3.334420289855072883e-01 8.144927536231884733e+04 1.000000000000000000e+00
3.332608695652173880e-01 8.181159420289854461e+04 1.000000000000000000e+00
3.332608695652173880e-01 8.217391304347825644e+04 9.857142857142857650e-01
3.332608695652173880e-01 8.253623188405796827e+04 1.000000000000000000e+00
3.332608695652173880e-01 8.289855072463768010e+04 9.928571428571428825e-01
3.334420289855072883e-01 8.326086956521739194e+04 9.857142857142857650e-01
3.332608695652173880e-01 8.362318840579710377e+04 9.785714285714284255e-01
3.332608695652173880e-01 8.398550724637681560e+04 9.928571428571428825e-01
3.334420289855072883e-01 8.434782608695652743e+04 1.000000000000000000e+00
3.332608695652173880e-01 8.471014492753622471e+04 1.000000000000000000e+00
3.332608695652173880e-01 8.507246376811593655e+04 1.000000000000000000e+00
3.334420289855072883e-01 8.543478260869564838e+04 1.000000000000000000e+00
3.334420289855072883e-01 8.579710144927536021e+04 1.000000000000000000e+00
3.334420289855072883e-01 8.615942028985507204e+04 9.928571428571428825e-01
3.334420289855072883e-01 8.652173913043478387e+04 1.000000000000000000e+00
3.332608695652173880e-01 8.688405797101449571e+04 9.857142857142857650e-01
3.332608695652173880e-01 8.724637681159420754e+04 9.857142857142857650e-01
3.332608695652173880e-01 8.760869565217391937e+04 9.857142857142857650e-01
3.334420289855072883e-01 8.797101449275361665e+04 1.000000000000000000e+00
3.334420289855072883e-01 8.833333333333332848e+04 9.857142857142857650e-01
3.336231884057971331e-01 8.869565217391304031e+04 1.000000000000000000e+00
3.332608695652173880e-01 8.905797101449275215e+04 9.857142857142857650e-01
3.332608695652173880e-01 8.942028985507246398e+04 9.928571428571428825e-01
3.334420289855072883e-01 8.978260869565217581e+04 1.000000000000000000e+00
3.334420289855072883e-01 9.014492753623188764e+04 9.928571428571428825e-01
3.336231884057971331e-01 9.050724637681159948e+04 9.785714285714284255e-01
3.338043478260869779e-01 9.086956521739129676e+04 1.000000000000000000e+00
3.338043478260869779e-01 9.123188405797100859e+04 9.928571428571428825e-01
3.339855072463768226e-01 9.159420289855072042e+04 1.000000000000000000e+00
3.339855072463768226e-01 9.195652173913043225e+04 1.000000000000000000e+00
3.339855072463768226e-01 9.231884057971014408e+04 1.000000000000000000e+00
3.343478260869565677e-01 9.268115942028985592e+04 1.000000000000000000e+00
3.343478260869565677e-01 9.304347826086956775e+04 1.000000000000000000e+00
3.345289855072464125e-01 9.340579710144927958e+04 1.000000000000000000e+00
3.347101449275362572e-01 9.376811594202899141e+04 1.000000000000000000e+00
3.350724637681159468e-01 9.413043478260868869e+04 1.000000000000000000e+00
3.350724637681159468e-01 9.449275362318840052e+04 1.000000000000000000e+00
3.350724637681159468e-01 9.485507246376811236e+04 1.000000000000000000e+00
3.352536231884057916e-01 9.521739130434782419e+04 1.000000000000000000e+00
3.354347826086956919e-01 9.557971014492753602e+04 1.000000000000000000e+00
3.357971014492753814e-01 9.594202898550724785e+04 1.000000000000000000e+00
3.359782608695652262e-01 9.630434782608695969e+04 1.000000000000000000e+00
3.361594202898550710e-01 9.666666666666665697e+04 1.000000000000000000e+00
3.363405797101449712e-01 9.702898550724636880e+04 1.000000000000000000e+00
3.365217391304348160e-01 9.739130434782608063e+04 1.000000000000000000e+00
3.367028985507246608e-01 9.775362318840579246e+04 1.000000000000000000e+00
3.368840579710145056e-01 9.811594202898550429e+04 1.000000000000000000e+00
3.372463768115942506e-01 9.847826086956521613e+04 1.000000000000000000e+00
3.374275362318840954e-01 9.884057971014492796e+04 1.000000000000000000e+00
3.376086956521739402e-01 9.920289855072463979e+04 1.000000000000000000e+00
3.377898550724637849e-01 9.956521739130435162e+04 1.000000000000000000e+00
3.381521739130434745e-01 9.992753623188406345e+04 1.000000000000000000e+00
3.383333333333333748e-01 1.002898550724637753e+05 9.928571428571428825e-01
3.385144927536232196e-01 1.006521739130434726e+05 1.000000000000000000e+00
3.388768115942029091e-01 1.010144927536231844e+05 9.928571428571428825e-01
3.390579710144927539e-01 1.013768115942028962e+05 1.000000000000000000e+00
3.392391304347826542e-01 1.017391304347826081e+05 1.000000000000000000e+00
3.392391304347826542e-01 1.021014492753623199e+05 9.714285714285715301e-01
3.397826086956521885e-01 1.024637681159420317e+05 1.000000000000000000e+00
3.399637681159420333e-01 1.028260869565217290e+05 9.857142857142857650e-01
3.403260869565217783e-01 1.031884057971014408e+05 9.928571428571428825e-01
3.406884057971014679e-01 1.035507246376811527e+05 9.642857142857141906e-01
3.405072463768116231e-01 1.039130434782608645e+05 9.785714285714286476e-01
3.410507246376811574e-01 1.042753623188405763e+05 9.785714285714286476e-01
3.410507246376811574e-01 1.046376811594202882e+05 9.928571428571428825e-01
3.410507246376811574e-01 1.050000000000000000e+05 9.857142857142857650e-01
