-6.597349272048373594e-04 1.137262610179315923e-03 -1.031313574811680740e-03 -1.042776508205614776e-03 3.920528761249216686e-05 3.230496929574846370e-04 9.237872867661392874e-04 1.645647157259281634e-03 -3.944864043737131341e-05 -1.950315952598286919e-03
8.137933654260253152e-04 8.518771810248054049e-04 -7.771587154725829961e-04 3.544217619919963702e-05 5.257164057295033452e-04 1.726741597275455176e-03 -1.650024121055592785e-03 4.257917542053437569e-04 -1.663346257642651634e-04 -9.845571500138154426e-04
-4.234878286643781165e-04 2.638694296630812275e-04 -1.931453640078716776e-04 3.052737999470992868e-04 1.038288285867641899e-03 -2.055924916108973610e-03 -1.482437572923241478e-03 1.248725752582281441e-03 1.214591385897087911e-04 1.371638458394067600e-05
6.052968641724688946e-04 -2.294611703241458776e-03 -8.550280131936870013e-04 -4.102393205604048403e-04 7.096642163407698841e-05 3.951318357106504845e-04 9.100010374098072572e-04 1.713481670106056082e-04 -2.212967242076151317e-04 -5.329590953289851073e-04
1.050451453554999753e-03 -1.008890715434551362e-03 -4.014208631710347998e-04 -7.800500975246349477e-05 1.148766320315743831e-03 2.473971872224406247e-04 -6.469898798164540072e-04 8.230555309150727012e-04 -8.822260682287663388e-04 3.198561401544991532e-04
-2.437510423044842583e-03 7.944607027370704459e-04 1.438679332012556987e-03 -9.870997265099689007e-04 -9.589847216863105032e-04 -1.505554840681716825e-03 -9.827527197150815168e-04 -4.038141662627291227e-04 -1.051952310954355920e-04 -2.659788232956964218e-04
-1.397354048421414622e-03 -3.110047579111701634e-04 -5.902564863910306908e-04 -1.208450870039153155e-03 -7.007354220050941371e-04 2.887283771065008971e-04 -5.035088607417874743e-04 8.229022832904163290e-04 7.206803589063668844e-04 1.408862634248632005e-03
-4.754326222135478539e-04 -9.387435268186781123e-04 3.357948693576888011e-04 -3.659470101671752460e-04 2.441252304210357247e-04 3.008857644201985032e-04 -3.903512986998173661e-04 2.292004443181611356e-04 4.024567943240638644e-04 3.202664898646248159e-04
-1.221762451169271799e-03 -9.098008751827409450e-04 6.261308309732055903e-06 1.192045076425855528e-03 2.257414464087416296e-04 -3.216967594315291688e-04 -1.180594542085551882e-03 7.151293490840229762e-05 4.180579598930581043e-04 -1.132715472088027158e-03
1.222588109190766818e-03 -7.483272357585824897e-04 -4.753907798771471417e-04 -5.048615523096221941e-04 5.980998698061737494e-05 -1.874434630355210863e-03 -3.570277496876654035e-04 1.313254535202838889e-04 -3.084012964606610099e-04 -1.182871955124464598e-03
-1.601494874638840051e-03 -8.996686210340219033e-04 1.023825638469631890e-04 -2.562265758492122611e-03 -9.074936842100768267e-04 -1.646179613555844370e-03 -1.166828917758287298e-03 8.015790084695521714e-04 -1.031240403117229375e-03 1.176151329827992888e-03
6.831333056152606308e-05 -3.673162169073861680e-04 -8.483117654367594703e-05 6.500140656718374080e-04 -1.713230200038387270e-05 -7.332843651840520330e-05 -5.539901816973281630e-04 1.140056084379668152e-04 5.294423044205820352e-04 6.075338250924453747e-04
3.899481306392838832e-04 6.661961994209637675e-04 -2.805005030862174208e-04 7.866716232681688096e-04 7.454556989922060325e-04 1.756779379334349718e-03 9.228196478932673176e-04 -5.690165351781327008e-04 7.913170563159115014e-04 -1.303687586899948117e-03
-2.958396914272055068e-05 -9.115027853177251442e-04 -1.667746198645394520e-03 1.391629492439894330e-03 -9.733615123457574608e-04 3.704297845829480624e-04 7.543242537478743936e-04 -7.880443046152078466e-04 1.476778102370302111e-03 1.168315926434464365e-04
4.879029729176225156e-05 6.095376841103452518e-04 -2.355928847732776960e-03 2.406478558542846612e-03 -1.443020382567102879e-04 -1.556190344524634739e-05 -9.836929521370158100e-05 -2.063294767083226604e-03 7.372869336219713739e-04 -4.338339956233996475e-04
7.901011993093732351e-05 -2.248740006178828765e-04 -5.617741641845119252e-04 2.014941474386002830e-03 -7.766293204920870054e-04 1.594693013859726030e-04 -4.243755186417167606e-04 1.101277730980825898e-03 1.966817168605650590e-04 9.797455805498496949e-04
1.387482480823300441e-03 -4.810247241895614892e-04 -9.761836978723186778e-04 1.887992519006268964e-03 -4.476893100423957037e-04 4.350937805843716117e-04 3.354084698624903169e-04 1.331416124203981064e-03 -1.128554329913082459e-03 8.544833506449708068e-04
9.750292616933781001e-04 -1.298232396985764432e-03 2.797193649119007145e-04 -9.890745096668498992e-04 9.244693961629164109e-04 1.142117204849357097e-03 7.860709650603399509e-04 8.146527475080298051e-05 -6.955396152283600201e-04 5.080960648770749396e-04
